id,name,address,latitude,longitude,phone,website,therapy_types,insurance_accepted,diagnoses_treated,age_groups,regional_centers,description,type,email,created_at,updated_at
a5cf3d20-a257-440a-8b93-f59c4aa69f93,Autism Learning Partners,"1333 S Mayflower Ave
 Monrovia CA 91016-4066",34.13725900,-118.01010400,888-805-0759,https://autismlearningpartners.com/,['ABA therapy'],"Regional Center, Private Pay, Medicaid",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.823972+00:00,2025-11-05T05:08:29.736280+00:00
a4e913bb-6b0a-4fa4-853e-2beade305387,Autism Learning Partners,12432 Bellflower Blvd Downey CA 90242,33.91943030,-118.12528670,888-805-0759,https://autismlearningpartners.com/,['ABA therapy'],"Medicaid, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:57:13.322778+00:00,2025-11-05T05:08:29.799757+00:00
330bce9d-391a-4d19-b50e-e6968c9ce93d,Autism Spectrum Interventions,"713 W Commonwealth Ave
Fullerton CA 92832-1612",33.87046500,-117.93823100,714-879-4274,https://www.alongside-aba.com/,"['ABA therapy', 'Occupational therapy']","Regional Center, Private Pay, Medicaid",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.924474+00:00,2025-11-05T05:08:29.767778+00:00
fab2b4a0-4552-429f-b50c-709597e4fb73,"Autism Spectrum Interventions, Inc.","{""zip"": ""92832"", ""city"": ""Fullerton"", ""state"": ""CA"", ""street"": ""713 W Commonwealth Ave""}",33.87038200,-117.93820800,562-972-4846,http://asiautism.org/,[],,[],[],locations.ProviderRegionalCenter.None,ANTELOPE VALLEY,Service Provider,,2025-08-07T22:34:18.970306+00:00,2025-11-05T05:08:29.887008+00:00
d4c53e6f-941b-4a7c-b96b-7f73d8b7f756,Autism Spectrum Therapies,"5001 Airport Plaza Dr #200, Long Beach,, CA 90815",33.80863540,-118.13442180,866-727-8274,https://autismtherapies.com/locations/losangeles,"['ABA therapy', 'Occupational therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:38:16.880057+00:00,2025-11-05T05:08:30.011888+00:00
d96b3fc9-c8c9-48ed-86d6-7e3da7a67ac4,Autism Spectrum Therapies,"515 E Fairview Ave Building K, San Gabriel, CA 91776",34.08993400,-118.09424000,866-727-8274,https://autismtherapies.com/locations/losangeles?utm_source=gmb&utm_medium=local&utm_campaign=azusa,"['ABA therapy', 'Speech therapy', 'Occupational therapy']","Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.830345+00:00,2025-11-05T05:08:29.740361+00:00
aba831f1-de14-43c9-88d2-6cb44319c234,Autism Spectrum Therapies,"212 E Foothill Boulvevard Azusa, CA 91702",34.13318000,-117.90595000,866-727-8274,https://autismtherapies.com/locations/losangeles?utm_source=gmb&utm_medium=local&utm_campaign=azusa,"['ABA therapy', 'Speech therapy', 'Occupational therapy']","Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.971971+00:00,2025-11-05T05:08:30.053992+00:00
02842125-c262-4cc9-8085-35a5eb62e202,B.I.G. Solutions Behavioral Inspired Growth,"11335 Magnolia Blvd., Suite 2C North Hollywood, CA 91601",34.16518600,-118.37873900,818-824-5420,https://behavioralinspiredgrowth.com/,"['ABA therapy', 'Social Skills', 'School Readiness']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.065953+00:00,2025-11-05T05:08:30.065955+00:00
b7cb994b-6484-41f6-9aa9-cf8a06c8b700,"Banaitis, Inc. Dba Limitless Minds Aka Building Bridges","{""zip"": ""90025"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""11022 Santa Monica Blvd #120""}",34.04811500,-118.44178900,310-658-0390,,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Service Provider,,2025-08-07T22:34:18.970825+00:00,2025-11-05T05:08:29.886309+00:00
3bba66bb-42c6-4e95-826f-255c3ae14756,Behavior And Development Center,"{""zip"": ""91356"", ""city"": ""Tarzana"", ""state"": ""CA"", ""street"": ""5554 Reseda Blvd #203""}",34.17131200,-118.53582400,323-208-1551,http://www.learningandbehavioralcenter.com/,[],{},[],[],locations.ProviderRegionalCenter.None,LOS ANGELES,Regional Center,,2025-08-07T22:34:11.707202+00:00,2025-11-05T05:08:29.803822+00:00
a190df1d-1374-4a64-9c1a-871abd3073bb,Behavior and Education Inc.,"3491 Elm Ave, Long Beach,, CA 90807",33.82039370,-118.18804370,833-223-8326,https://baetherapy.com/,['ABA therapy'],"Private Insurance: Aetna, Anthem, Anthem Blue Cross, Anthem Medi-Cal, BlueCross Blue Shield (out of state plans), Beacon/Value Options, Blue Shield of California, CalOptima Medi-Cal, Care 1st Medi-Cal, Cigna, ComPsych, HealthNet, Holman Group, Inland Empire Health Plan (IEHP), Kaiser (case by case, not contracted), LA Care Medi-Cal, Magellan, Manage Health Network (MHN), Molina Medi-Cal, Optum, Oscar Health, Sierra Health / Health Plan Nevada, Texas Medicaid, United Behavior Health, United Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:02:53.515967+00:00,2025-11-05T05:08:30.007804+00:00
0de822b2-f842-49c7-927c-a937aa66dfa8,Behavior and Education Inc.,"3491 Elm Ave, Long Beach, CA 90807",33.82039370,-118.18804370,833-223-8326,https://baetherapy.com/,['ABA therapy'],"Private Insurance: Aetna, Anthem, Anthem Blue Cross, Anthem Medi-Cal, BlueCross Blue Shield (out of state plans), Beacon/Value Options, Blue Shield of California, CalOptima Medi-Cal, Care 1st Medi-Cal, Cigna, ComPsych, HealthNet, Holman Group, Inland Empire Health Plan (IEHP), Kaiser (case by case, not contracted), LA Care Medi-Cal, Magellan, Manage Health Network (MHN), Molina Medi-Cal, Optum, Oscar Health, Sierra Health / Health Plan Nevada, Texas Medicaid, United Behavior Health, United Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:58:56.736630+00:00,2025-11-05T05:08:29.739280+00:00
c434c3c9-5031-4e2b-9e29-39e5fbebf818,"Behavior And Education, Inc.","{""zip"": ""91403"", ""city"": ""Sherman Oaks"", ""state"": ""CA"", ""street"": ""15335 Morrison St Suite #117""}",34.16119000,-118.46786700,310-406-1500,http://www.baetherapy.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"SAN FERNANDO VALLEY,ANTELOPE VALLEY,POMONA,SOUTH BAY (TORRANCE,LAKEWOOD,LONG BEACH)",Regional Center,,2025-08-07T22:34:11.732560+00:00,2025-11-05T05:08:29.748480+00:00
5a64214e-675a-4234-a638-c03cb739a6a6,Behavior Education Services Team,"{""zip"": ""91344"", ""city"": ""Granada Hills"", ""state"": ""CA"", ""street"": ""17037 Chatsworth St # 102""}",34.26495800,-118.50369900,818-576-0464,http://b-est.org/,[],{},[],[],locations.ProviderRegionalCenter.None,"ANTELOPE VALLEY,SAN FERNANDO VALLEY,CENTRAL LOS ANGELES,WESTSIDE,SAN GABRIEL VALLEY",Service Provider,,2025-08-07T22:34:18.971326+00:00,2025-11-05T05:08:29.883463+00:00
470b006a-bdfc-482c-903e-3391712a5709,Behavior Frontiers,"18726 S Western Ave Gardena, CA 90248-3813",33.87872290,-118.30915690,888-922-2843,https://www.behaviorfrontiers.com/,['ABA therapy'],"Medicaid, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:32:33.429715+00:00,2025-11-05T05:08:29.969505+00:00
73ebc002-b699-47e1-8903-ef370e8cb225,Behavior Frontiers,"126 W Olive Ave
 Monrovia CA 91016-3410",34.14449200,-118.00194000,626-239-3060,https://www.behaviorfrontiers.com/,['ABA therapy'],"Regional Center, Private Pay, Medicaid",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.946874+00:00,2025-11-05T05:08:30.020270+00:00
ef280be0-4b7b-451b-9448-3268c0271a10,Behavior Frontiers,18726 S Western Ave Gardena CA 90248-3813,33.87872290,-118.30915690,888-922-2843,https://www.behaviorfrontiers.com/,['ABA therapy'],"Medicaid, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:57:15.524123+00:00,2025-11-05T05:08:29.799111+00:00
db805ecb-d557-4fb0-a6b4-e74a0ea810e6,"Behavior Frontiers Services, Inc.","{""zip"": ""93550"", ""city"": ""Palmdale"", ""state"": ""CA"", ""street"": ""310 W Palmdale Blvd Ste G""}",34.58123100,-118.13525500,310-856-0800,https://www.behaviorfrontiers.com/palmdale-california/,[],"{MHN,Optum,Magellan,Beacon,Molina,Medi-Cal}",[],[],locations.ProviderRegionalCenter.None,"ANTELOPE VALLEY,CENTRAL LOS ANGELES,SOUTH/EAST LOS ANGELES,SAN FERNANDO VALLEY,GATEWAY CITIES/ LONG BEACH,SAN GABRIEL VALLEY,POMONA VALLEY,SOUTH BAY,WEST SIDE",Regional Center,,2025-08-07T22:34:18.995227+00:00,2025-11-05T05:08:29.722020+00:00
695208f8-4b85-42bd-bd31-33f28a66c76b,Behavior Guidance Group,"{""zip"": ""90066"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""13101 Washington Blvd""}",33.99408700,-118.44111800,310-853-8025,http://www.behaviorguidance.com/contact-us/,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Service Provider,,2025-08-07T22:34:18.971606+00:00,2025-11-05T05:08:29.869310+00:00
9a2f1e0d-cb44-4351-876e-9b07885c68a1,Behavior One Autism Solutions,"{""zip"": ""91101"", ""city"": ""Pasadena"", ""state"": ""CA"", ""street"": ""155 N Lake Ave 8th floor""}",34.14847300,-118.13284600,877-338-7736,https://www.beonebehavior.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"SAN GABRIEL VALLEY AND SOUTH LOS ANGELES (LAKEWOOD,LOS ANGELES,ARTESIA,BELL GARDENS,CERRITOS,NORWALK,BELL,COMPTON,WHITTIER,BELLFLOWER,SANTA FE SPRINGS)",Service Provider,,2025-08-07T22:34:11.708472+00:00,2025-11-05T05:08:29.789099+00:00
963ea140-74bc-4504-88e8-c760276fff6c,Behavior Trend,"15315 Magnolia Blvd Suite 426, Sherman Oaks, CA 91403",34.16510000,-118.46671600,818-369-4440,https://behaviortrend.com/,"['ABA therapy', 'Parent Training']","Medi-Cal, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.067963+00:00,2025-11-05T05:08:30.067968+00:00
fac3b524-1d58-466b-a912-f61b0377d651,"Behavioral Autism Therapies, Llc","{""zip"": ""91766"", ""city"": ""Pomona"", ""state"": ""CA"", ""street"": ""21 Rancho Camino Dr #105""}",34.02578200,-117.76001500,909-483-5000,https://www.acesaba.com/location-phillips-ranch/,[],"{Aetna,""Blue Cross Blue Shield"",Beacon,""Blue Cross"",""Blue Shield""}",[],[],locations.ProviderRegionalCenter.None,POMONA VALLEY,Service Provider,,2025-08-07T22:34:11.708875+00:00,2025-11-05T05:08:30.027850+00:00
6ec96222-5263-4712-8537-3cb2c8b62ac1,"Behavioral Health Works, Inc.","{""zip"": ""92805"", ""city"": ""Anaheim"", ""state"": ""CA"", ""street"": ""1301 E Orangewood Ave""}",33.79673500,-117.89267700,800-249-1266,http://www.bhwcares.com/,[],{},[],[],locations.ProviderRegionalCenter.None,ANAHEIM DOWNEY,Service Provider,,2025-08-07T22:34:11.709553+00:00,2025-11-05T05:08:29.806636+00:00
3e8d35f5-ebdd-469b-ae1e-55c04bf19f84,Behavioral Intervention Specialists Of La,"{""zip"": ""90025"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""11022 Santa Monica Blvd #120""}",34.04811500,-118.44178900,800-258-0659,,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Service Provider,,2025-08-07T22:34:11.709866+00:00,2025-11-05T05:08:29.707426+00:00
c2238da3-2cbe-4ec0-9c35-d34c40222b72,"Behavioral Learning Center, Inc.","{""zip"": ""93551"", ""city"": ""Palmdale"", ""state"": ""CA"", ""street"": ""41769 11th St W Suite A""}",34.64202300,-118.15027900,661-254-7086,http://www.blcca.com/,[],{Cigna},[],[],locations.ProviderRegionalCenter.None,"ANTELOPE VALLEY,SAN FERNANDO VALLEY,SANTA CLARITA VALLEY",Regional Center,,2025-08-07T22:34:18.995837+00:00,2025-11-05T05:08:30.026592+00:00
19cb9001-5c8b-4f30-b609-8452af89ea5d,Behavioral Learning Network,"{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""16030 Ventura Blvd #490""}",34.15591300,-118.48249700,310-933-4499,https://www.blnautism.com/locations/southern-california/,[],"{Aetna,Optum,Magellan,""United Healthcare"",Medi-Cal,Medicaid,Anthem,""Kaiser Permanente""}",[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Regional Center,,2025-08-07T22:34:11.710170+00:00,2025-11-05T05:08:29.774321+00:00
cf2a0734-2a1f-4819-bf7c-fb9682f7a756,Behavioral Learning Network,"16030 Ventura Blvd Suite 490 Encino, CA",34.15608900,-118.48217570,310-933-4499,https://www.blnautism.com/locations/southern-california/,['ABA therapy'],"Medi-Cal, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:35:10.173300+00:00,2025-11-05T05:08:29.894343+00:00
30edd794-8054-4687-90c2-7afbb4547d85,Beyond Words Speech & Language Services,"190 Park Ave, Long Beach, CA 90803",33.76089930,-118.13830770,562-439-6244,https://www.beyondwordsservices.com/,['Speech therapy'],"Private Insurance: Cigna Healthcare, Blue Shield of California, Harbor Regional Center",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:59:14.544936+00:00,2025-11-05T05:08:29.724098+00:00
70f84afe-035a-477d-8ecf-72730bd63176,Beyond Words Speech & Language Services,"190 Park Ave, Long Beach,, CA 90803",33.76089930,-118.13830770,562-439-6244,https://www.beyondwordsservices.com/,['Speech therapy'],"Private Insurance: Cigna Healthcare, Blue Shield of California, Harbor Regional Center",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:03:09.798489+00:00,2025-11-05T05:08:29.729070+00:00
a704a570-7698-4a0b-9fe7-32bdbbc25a2e,Bloom Pediatrics,"3110 Pennsylvania Ave, Santa Monica, CA 90404",34.03340800,-118.46427700,310-494-6889,https://www.bloompediatrics.com/,['Occupational therapy'],Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.795579+00:00,2025-11-05T05:08:29.751215+00:00
bf06f5b7-f746-44ba-bdf7-9c6e03360e60,Blooming Voice Speech Therapy,"960 East Green Street, Suite L-2 Pasadena, CA, 91106",34.14441000,-118.12984500,626-677-7939,https://www.bloomingvoice.com/,[],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.936276+00:00,2025-11-05T05:08:30.023202+00:00
c288ae44-b580-4cf3-ac93-2342b5cf8e40,Brain Balance,"155 E Holly St, Pasadena, CA 91103",34.14784500,-118.14704900,800-877-5500,https://www.brainbalancecenters.com/locations/california/pasadena,[],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.901812+00:00,2025-11-05T05:08:29.757559+00:00
f852f7b5-a0e9-4834-a171-3a9cb744feba,Bright Beginnings Pediatric Services,"5657 Wilshire Blvd. Suite 280 Los Angeles,, CA 90036",34.06251400,-118.35168700,323-525-0247,https://brightbeginningsla.com/,"['Speech therapy', 'Feeding therapy']",Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:33:04.518663+00:00,2025-11-05T05:08:29.962995+00:00
5f98f4a2-a5ae-49cb-b5d4-22bdfde4fbeb,Brightview Behavioral Health Center,"{""zip"": ""91101"", ""city"": ""Pasadena"", ""state"": ""CA"", ""street"": ""35 N Lake Ave # 710""}",34.14686500,-118.13271600,"323-244-8300, 626-432-7270",http://www.brightviewbehavior.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN GABRIEL VALLEY,Service Provider,,2025-08-07T22:34:11.710481+00:00,2025-11-05T05:08:29.733628+00:00
a32b586d-9099-4261-85b1-cd5065ebba88,BrightView Behavioral Health Services,"225 S Lake Ave
 Pasadena CA 91101-3005",34.14191500,-118.13351500,323-244-8300,https://www.brightviewbehavior.com/,['ABA therapy'],"Regional Center, Private Pay, Medicaid",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.774603+00:00,2025-11-05T05:08:29.774972+00:00
42a21967-87ac-4c0e-b062-b2c777a2f08e,Building Blocks Therapy,"221 N San Dimas Ave Suite 219, San Dimas, CA 91773",34.10948200,-117.80738600,909-519-8912,https://www.buildingblockstherapy4kids.com/,"['Occupational therapy', 'Physical therapy']","Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.960257+00:00,2025-11-05T05:08:30.048329+00:00
64fa4d71-57af-418d-8407-8e0112c6c5ef,Butterfly Effects,"{""zip"": ""91801"", ""city"": ""Alhambra"", ""state"": ""CA"", ""street"": ""41 N Garfield Ave #207""}",34.09586000,-118.12748800,866-530-5601,http://www.abaeffects.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Service Provider,,2025-08-07T22:34:11.733384+00:00,2025-11-05T05:08:29.881814+00:00
c8d9323f-5679-420e-a343-22948938f007,California Behavioral Care,"{""zip"": ""90041"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""1722 1/2 Colorado Blvd""}",34.13905100,-118.20450100,323-744-1314,http://www.californiabehavioralcare.com/,[],{},[],[],locations.ProviderRegionalCenter.None,EAST LOS ANGELES,Service Provider,,2025-08-07T22:34:18.996541+00:00,2025-11-05T05:08:30.030667+00:00
96dae721-6d47-44d7-ae7c-310463ee6f27,California Behavioral Treatment Center,"{""zip"": ""90048"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""6404 Wilshire Blvd # 1020""}",34.06340700,-118.36865900,818-574-1440,http://www.cbtcalifornia.com/,[],{},[],[],locations.ProviderRegionalCenter.None,CENTRAL LOS ANGELES,Service Provider,,2025-08-07T22:34:11.734040+00:00,2025-11-05T05:08:29.868461+00:00
a4fbce8f-020d-4437-80da-6eb2fc0b3c7a,"California Pediatric & Family Services, Inc.","{""zip"": ""91702"", ""city"": ""Azusa"", ""state"": ""CA"", ""street"": ""326 E Foothill Blvd""}",34.13333300,-117.90443800,626-812-0055,http://www.cal-peds.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN GABRIEL VALLEY,Service Provider,,2025-08-07T22:34:11.711184+00:00,2025-11-05T05:08:29.805856+00:00
042e548d-9ca3-4638-a661-179dc5af83f8,California Psychcare,"{""zip"": ""93551"", ""city"": ""Palmdale"", ""state"": ""CA"", ""street"": ""624 Commerce Ave STE E""}",34.58925800,-118.14178500,888-320-1272,https://360behavioralhealth.com/city/palmdale/,[],{Medicaid},[],[],locations.ProviderRegionalCenter.None,"ANTELOPE VALLEY,SAN FERNANDO VALLEY,SANTA CLARITA VALLEY,SAN GABRIEL VALLEY,POMONA VALLEY,LONG BEACH",Regional Center,,2025-08-07T22:34:18.997117+00:00,2025-11-05T05:08:30.051738+00:00
832eb727-9765-46f6-9fdc-be9da9505071,Can Do Kids,"3844 Culver Center Suite B Culver City,, CA 90232",34.01699430,-118.40731920,310-204-8999,https://www.candokidstherapy.com/,"['Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:34:13.488045+00:00,2025-11-05T05:08:29.952299+00:00
e4b4ccff-855f-460c-8894-abfb0670430a,Carrico Pediatric Therapy,"1301 West Arrow Highway, Suite 130 San Dimas, Ca 91773",34.10700000,-117.83313000,909-222-2745,https://carricopediatrictherapy.com/,"['Occupational therapy', 'Physical therapy']","Regional Center, Private Pay, Blue Shield, Kaiser Permanente",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.958216+00:00,2025-11-05T05:08:30.040016+00:00
c4951d77-dc12-4f55-baff-947bf53862e1,Castillo Behavior Services,"{""zip"": ""93551"", ""city"": ""Palmdale"", ""state"": ""CA"", ""street"": ""624 Commerce Ave STE E""}",34.58925800,-118.14178500,818-294-2004,https://360behavioralhealth.com/city/palmdale/,[],{Medicaid},[],[],locations.ProviderRegionalCenter.None,"PALMDALE,LANCASTER,LITTLE ROCK,SANTA CLARITA VALLEY,LAKE LOS ANGELES",Service Provider,,2025-08-07T22:34:11.711520+00:00,2025-11-05T05:08:29.742105+00:00
fe6df3cd-0491-47d1-8580-ff923a1281da,Cayla Kurland Speech Pathology,"3685 Motor Ave Ste 120, Los Angeles, CA 90034",34.02280200,-118.40601400,424-603-4055,https://www.ckspeech.com/,[],"Private Pay, Blue Shield, Anthem, Cigna",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.777970+00:00,2025-11-05T05:08:29.786023+00:00
54a09117-7544-455b-985f-97e9856b0356,Cbc Education,"{""zip"": ""91776"", ""city"": ""San Gabriel"", ""state"": ""CA"", ""street"": ""222 E Las Tunas Dr""}",34.10277300,-118.09739700,805-277-3392,https://cbceducation.net/,[],{},[],[],locations.ProviderRegionalCenter.None,"SAN GABRIEL VALLEY,POMONA VALLEY",Regional Center,,2025-08-07T22:34:18.975455+00:00,2025-11-05T05:08:29.907529+00:00
4cd9b30a-f83a-47d7-8eb1-33272cd3b4b0,CBC Education Inc.,"3626 Santa Anita Ave #208 El Monte, CA 91731",34.07006000,-118.02958200,626-444-4840,https://cbceducation.net/,['ABA therapy'],"Regional Center, Private Pay, L.A. Care",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.955900+00:00,2025-11-05T05:08:30.038242+00:00
6f8cd205-5e67-42bf-8fcd-d9ac83f9e175,CBC Education Inc.,"3626 Santa Anita Ave #208 El Monte, CA 91731",34.07006000,-118.02958200,626-444-4840,https://cbceducation.net/,['ABA therapy'],"Regional Center, Private Pay, L.A. Care",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.831237+00:00,2025-11-05T05:08:29.828384+00:00
e04f3d9e-05cc-4643-84d6-582f3921ec57,CBC Education Inc.,"222 E Las Tunas Dr, San Gabriel, CA 91776",34.10276000,-118.09738000,626-320-1317,,['ABA therapy'],"Regional Center, Private Pay, L.A. Care",[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.032869+00:00,2025-11-05T05:08:30.032874+00:00
1c08d58c-2774-454f-bd87-645de3efde71,"Center For Applied Behavior Analysis, Llc","{""zip"": ""90064"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""11150 W Olympic Blvd # 1160""}",34.03916900,-118.43887000,310-997-0571,http://www.centerforaba.com/,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Service Provider,,2025-08-07T22:34:18.975750+00:00,2025-11-05T05:08:29.924200+00:00
2286b6a0-f88c-4b30-ba59-7c6bdc738fdd,Center For Autism & Related Services,"5949 Lankershim Blvd, North Hollywood, CA 91601",34.17871200,-118.38325700,323-850-7177,https://www.center4autism.com/,['ABA therapy'],Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.069706+00:00,2025-11-05T05:08:30.069712+00:00
76214df8-8d26-4b11-bddc-6b3f4ce2e8d0,Center for Autism and Related Disorders,"5959 CA-27 #125, Woodland Hills, CA 91367",34.16967200,-118.60590800,818-960-0633,https://centerforautism.com/,['ABA therapy'],Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.062389+00:00,2025-11-05T05:08:30.062392+00:00
1c0b4249-ea16-4a3c-a530-cadf1938f43c,Center for Autism and Related Disorders,"1212 N San Dimas Canyon Rd, San Dimas A 91773",34.12291400,-117.79413900,626-345-6455,https://centerforautism.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.921566+00:00,2025-11-05T05:08:29.768487+00:00
faeed680-b017-4530-9da8-e654b64d383c,Center For Autism and Related Disorders,"1201 S Victory Blvd
 Burbank CA 91502-2788",34.18080000,-118.30900000,747-257-0301,https://centerforautism.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.805651+00:00,2025-11-05T05:08:29.714431+00:00
16d1fede-e143-493e-b5d7-38813a4ca88c,Center For Autism and Related Disorders,"242 W Foothill Blvd. Monrovia, CA 91016",34.15124000,-118.00496000,626-671-8866,https://centerforautism.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.825129+00:00,2025-11-05T05:08:29.822135+00:00
e57af07c-3b56-4591-89ad-94d43846b3bf,Center For Autism and Related Disorders,"931 Buena Vista St
 Duarte CA 91010-1712",34.14164300,-117.97865600,626-671-8866,https://centerforautism.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.974780+00:00,2025-11-05T05:08:30.050140+00:00
c0a1037f-45c4-42ce-8cd5-985f30f1caa7,Center for Developing Kids,"2555 East Colorado Building Pasadena, CA 91107",34.14667900,-118.09758800,626-564-2700,https://centerfordevelopingkids.com/,"['Occupational therapy', 'Physical therapy']","Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,Children from birth through mid teens,,,2025-10-30T18:02:22.951268+00:00,2025-11-05T05:08:29.727307+00:00
e502c603-c979-4f4d-ae47-04138fac9413,Center for Infant Tethered Oral Ties,"2318 Huntington Dr, San Marino, Ca 91108",34.12211600,-118.10422000,626-940-4245,https://oralties.com/,['Occupational therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.913457+00:00,2025-11-05T05:08:29.760125+00:00
7b6b75fe-0d4b-4bac-a6f7-df094a74d940,Channel To Words Speech Therapy Inc,"2009 Whittier Blvd, Montebello, CA 90640",34.01291020,-118.12239940,323-767-4849,https://channeltowords.com/,['Speech therapy'],Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:59:34.073151+00:00,2025-11-05T05:08:29.741162+00:00
ecf3ca4a-e50c-43e4-b8a0-560caa0b6e3e,Channel To Words Speech Therapy Inc,"2009 Whittier Blvd, Montebello,, CA 90640",34.01291020,-118.12239940,323-767-4849,https://channeltowords.com/,['Speech therapy'],Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:03:23.697706+00:00,2025-11-05T05:08:29.754124+00:00
cf883259-eb45-4764-8f21-507a4757446f,Chatterbox Speech Therapy,"5181 Overland Ave Culver City, CA",34.00498420,-118.39432920,310-963-0552,https://www.chatterboxca.com/,['Speech therapy'],"Private Insurance: Optum, Altamed, OmniCare, Kaiser Permanente, Blue Shield of California (PPO only), TRICARE, United Healthcare (PPO only), Greater Newport Physicians, MemorialCare Select, MemorialCare Medical Foundation",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:58:21.659165+00:00,2025-11-05T05:08:29.881066+00:00
d1c2d64b-7c61-4202-b501-df0e90f0d51c,Child Counseling And Behavior Therapy Clinic The Speech Pathology Group,"{""zip"": ""91436"", ""city"": ""Encino"", ""state"": ""CA"", ""street"": ""15760 Ventura Blvd""}",34.15497700,-118.47633500,818-788-2388,,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Service Provider,,2025-08-07T22:34:11.734523+00:00,2025-11-05T05:08:29.706220+00:00
