id,name,phone,center_based_services,areas,address,website_domain,latitude,longitude,specializations,insurance_accepted,services,
100,"STAR OF CALIFORNIA, INC.",805-644-7827,,"WESTSIDE,SOUTHBAY,EAST LOS ANGELES,VENTURA COUNTY,LONG BEACH","969 Colorado Blvd # 201, Los Angeles, CA 90041, United States",https://starofca.com/,34.1386481,-118.1871283,,Cigna,,
101,SYMPHONY BEHAVIORAL HEALTH,661-214-3063,,"SANTA CLARITA VALLEY,PALMDALE,LANCASTER,SAN FERNANDO VALLEY","25350 Magic Mountain Pkwy Suite 300, Santa Clarita, CA 91355, United States",http://www.symphonybh.com/,34.4232854,-118.577843,,,,
102,"THERAPUTIC LEARNING CONSULTANTS, INC.",408-373-3256,,"SANTA CLARA COUNTY,SAN GABRIEL VALLEY","711 Colorado Ave, Palo Alto, CA 94303, United States",https://tlcpractices.com/,37.4334637,-122.1281592,,,,
103,THERAPY LOUNGE CENTER,310-553-2695,"DOWNTOWN LA, EAGLE ROCK, DOWNEY, GARDENA, VAN NUYS, LANCASTER, HUNTINGTON PARK, WEST COVINA","ANTELOPE VALLEY,GARDENA,LANCASTER,DOWNTOWN,VAN NUYS,WEST COVINA,HUNTINGTON PARK,WALNUT,KOREA TOWN","1505 W Ave J STE 301, Lancaster, CA 93534, United States",http://www.therapyloungecenter.com/,34.6897031,-118.1570919,,,,
104,"TRUMPET BEHAVIORAL HEALTH, LLC",562-248-6435,,LAKEWOOD,"5834 Adenmoor Ave, Lakewood, CA 90713, United States",https://www.bluesprigautism.com/centers/california/long-beach/,33.86149,-118.1237373,,,,
105,UNITED THERAPY CENTER INC.,800-234-3234,,"SAN FERNANDO VALLEY,EAST LOS ANGELES","7462 N Figueroa St Suite 103, Los Angeles, CA 90041, United States",https://www.unitedtherapycenter.com/?utm_source=gmb_auth,34.1395176,-118.1865467,,,,
106,UNLIMITED POTENTIAL,657-229-1417,,"ANTELOPE VALLEY,EAST LA,SOUTH LA,AND LONG BEACH","1652 W Ave J, Lancaster, CA 93534, United States",,34.6890773,-118.1604857,,,,
107,VICTORY CARE,424-260-1985,,WESTSIDE,"9744 Wilshire Blvd UNIT 309, Beverly Hills, CA 90212, United States",https://victorycare.com/,34.0667623,-118.4080862,,,,
108,VISTA CENTER FOR BEHAVIORAL ANALYSIS,805-685-5740,,SAN FERNANDO VALLEY,"23030 Lyons Ave suite 200, Newhall, CA 91321, United States",http://www.vistacba.com/,34.3798572,-118.5360608,,,,
109,"WORKING WITH AUTISM, INC.",818-582-2200,,SAN FERNANDO VALLEY,"14724 Ventura Blvd, Sherman Oaks, CA 91403, United States",http://www.workingwithautism.com/,34.1514005,-118.4543681,,,,
110,ZOI AND MIND CLINICS,800-371-1121,,"ANTELOPE VALLEY,SAN GABRIEL VALLEY,EAST LOS ANGELES,SOUTH LOS ANGELES,SAN FERNANDO VALLEY,LONG BEACH,COMPTON","1016 E Broadway STE 200, Glendale, CA 91205, United States",http://www.zoiandmindclinics.com/,34.1460223,-118.242292,,,,
